Name,City,Country,Region,Term,GPA,Advisor,College,Credits,Costs,SAPA,About
UF in New Zealand,Wellington,New Zealand,Australia/Pacific Islands,Spring,1.6,Emma Stetter,Engineering,6,10828,No,Civil Engineering
UF in Nicaragua,Managua,Nicaragua,North America,Summer A,1.7,Lisa Dias,Engineering,3,4400,No,Coastal and Oceanographic Engineering
UF in Niger,Niamey,Niger,Africa,Summer A,2.2,Cristy Dodson,Engineering,6,5117,No,Computer Engineering
UF in Nigeria,Abuja,Nigeria,Africa,Fall,3.3,Cristy Dodson,Engineering,7,13489,No,Computer Science
UF in Niue,Alofi,Niue,Australia/Pacific Islands,Fall,3.4,Emma Stetter,Engineering,15,11334,No,Digital Arts and Sciences
UF in North Macedonia,Skopje,North Macedonia,Europe,Summer B,3.8,Cristy Dodson,Engineering,3,14034,No,Eletrical and Computer Engineering
UF in Norway,Oslo,Norway,Europe,Spring,3.4,Emma Frierson,Engineering,13,5120,No,Engineering Education
UF in Oman,Muscat,Oman,Asia,Fall,2.4,Maria Salay,Engineering,14,9475,No,Environmental Engineering Sciences 
UF in Pakistan,Islamabad,Pakistan,Asia,Summer B,3.1,Maria Salay,Engineering,14,4212,No,Human-Centered Computing
UF in Palau,Melekeok,Palau,Australia/Pacific Islands,Summer A,2.8,Emma Stetter,Engineering,9,11560,No,Indistrial and Systems Engineering
UF in Panama,Panama City,Panama,North America,Summer A,3.4,Lisa Dias,Engineering,14,4605,No,Materials Science and Engineering
UF in Papua New Guinea,Port Moresby,Papua New Guinea,Australia/Pacific Islands,Summer C,1.3,Emma Stetter,Engineering,7,6682,No,Mechanical Engineering
UF in Paraguay,Asuncion,Paraguay,South America,Summer B,1.7,Lisa Dias,Engineering,15,13296,No,Nuclear Engineering
UF in Peru,Lima,Peru,South America,Spring,3.6,Lisa Dias,Engineering,7,9795,No,Aerospace Engineering
UF in Philippines,Manila,Philippines,Asia,Fall,2.9,Maria Salay,Engineering,14,12551,No,Agricultural and Biological Engineering
UF in Poland,Warsaw,Poland,Europe,Spring,1.5,Cristy Dodson,Engineering,14,14662,No,Biomedical Engineering
UF in Portugal,Lisbon,Portugal,Europe,Summer B,2.1,Lisa Dias,Engineering,13,12720,No,Chemical Engineering
UF in Qatar,Doha,Qatar,Asia,Summer B,1.6,Maria Salay,Engineering,6,4682,No,Civil Engineering
UF in Republic of Korea,Seoul,Republic of Korea,Asia,Fall,1.9,Maria Salay,Engineering,8,9712,No,Coastal and Oceanographic Engineering
UF in Republic of the Congo,Brazzaville,Republic of the Congo,Africa,Summer B,2.2,Cristy Dodson,Engineering,11,11338,No,Computer Engineering
UF in Romania,Bucharest,Romania,Europe,Summer A,1.6,Cristy Dodson,Engineering,15,12919,No,Computer Science
UF in Russia,Moscow,Russia,Asia,Summer C,2.9,Maria Salay,Engineering,5,3573,No,Digital Arts and Sciences
UF in Rwanda,Kigali,Rwanda,Africa,Summer A,1.1,Cristy Dodson,Engineering,1,5726,No,Eletrical and Computer Engineering
UF in Saint Kitts and Nevis,Basseterre,Saint Kitts and Nevis,North America,Summer A,3.5,Lisa Dias,Engineering,4,4489,No,Engineering Education
UF in Saint Lucia,Castries,Saint Lucia,North America,Fall,1.8,Lisa Dias,Engineering,6,12605,No,Environmental Engineering Sciences 
UF in Saint Vincent and the Grenadines,Kingstown,Saint Vincent and the Grenadines,North America,Summer B,1.1,Lisa Dias,Engineering,1,5105,No,Human-Centered Computing
UF in Samoa,Apia,Samoa,Australia/Pacific Islands,Summer A,1.5,Emma Stetter,Engineering,4,12494,No,Indistrial and Systems Engineering
UF in San Marino,San Marino,San Marino,Europe,Spring,3.1,Cristy Dodson,Engineering,12,7999,No,Materials Science and Engineering
UF in São Tomé and Príncipe,Sao Tome,São Tomé and Príncipe,Africa,Summer C,2.9,Cristy Dodson,Engineering,7,13217,No,Mechanical Engineering
UF in Saudi Arabia,Riyadh,Saudi Arabia,Asia,Summer A,1.3,Maria Salay,Engineering,5,5570,No,Nuclear Engineering
UF in Senegal,Dakar,Senegal,Africa,Summer A,2.4,Cristy Dodson,Engineering,7,12843,No,Aerospace Engineering
UF in Serbia,Belgrade,Serbia,Europe,Summer A,2.2,Cristy Dodson,Engineering,11,4104,No,Agricultural and Biological Engineering
UF in Seychelles,Victoria,Seychelles,Africa,Summer B,4,Cristy Dodson,Engineering,3,7964,No,Biomedical Engineering
UF in Sierra Leone,Freetown,Sierra Leone,Africa,Summer C,2.7,Cristy Dodson,Engineering,15,8022,No,Chemical Engineering
UF in Singapore,Singapore,Singapore,Asia,Spring,1.1,Maria Salay,Engineering,7,9109,No,Civil Engineering
UF in Slovakia,Bratislava,Slovakia,Europe,Summer A,1.4,Cristy Dodson,Engineering,13,6896,No,Coastal and Oceanographic Engineering
UF in Slovenia,Ljubljana,Slovenia,Europe,Summer A,1.8,Cristy Dodson,Engineering,15,10079,No,Computer Engineering
UF in Solomon Islands,Honiara,Solomon Islands,Australia/Pacific Islands,Fall,3.3,Emma Stetter,Engineering,15,11786,No,Computer Science
UF in Somalia,Mogadishu,Somalia,Africa,Fall,4,Cristy Dodson,Engineering,4,10097,No,Digital Arts and Sciences
UF in South Africa,Cape Town,South Africa,Africa,Summer A,3.6,Cristy Dodson,Engineering,14,9904,No,Eletrical and Computer Engineering
UF in South Sudan,Juba,South Sudan,Africa,Summer A,3.8,Cristy Dodson,Engineering,11,7438,No,Engineering Education
UF in Spain,Madrid,Spain,Europe,Summer C,1.9,Lisa Dias,Engineering,10,6812,No,Environmental Engineering Sciences 
UF in Sri Lanka,Sri Jayawardenapura,Sri Lanka,Asia,Summer C,2.6,Maria Salay,Engineering,10,5955,No,Human-Centered Computing
UF in Sudan,Khartoum,Sudan,Africa,Fall,2,Cristy Dodson,Engineering,1,8529,No,Indistrial and Systems Engineering
UF in Suriname,Paramaribo,Suriname,South America,Summer A,1.2,Lisa Dias,Engineering,11,10083,No,Materials Science and Engineering
UF in Sweden,Stockholm,Sweden,Europe,Summer B,1.7,Emma Frierson,Engineering,10,11487,No,Mechanical Engineering
UF in Switzerland,Bern,Switzerland,Europe,Fall,3.9,Morgan Williams-Franklin,Engineering,8,12552,No,Nuclear Engineering
UF in Syria,Damascus,Syria,Asia,Fall,3.6,Maria Salay,Engineering,2,5677,No,Aerospace Engineering
UF in Tajikistan,Dushanbe,Tajikistan,Asia,Spring,3,Maria Salay,Engineering,11,10731,No,Agricultural and Biological Engineering
UF in Tanzania,Dodoma,Tanzania,Africa,Summer B,3.4,Cristy Dodson,Engineering,3,12281,No,Biomedical Engineering
UF in Thailand,Bangkok,Thailand,Asia,Summer C,3.1,Maria Salay,Engineering,10,13292,No,Chemical Engineering
UF in Timor-Leste,Dili,Timor-Leste,Asia,Fall,3.7,Maria Salay,Engineering,10,8021,No,Civil Engineering
UF in Togo,Lome,Togo,Africa,Summer A,1.3,Cristy Dodson,Engineering,11,11764,No,Coastal and Oceanographic Engineering
UF in Tonga,Muku'alofa,Tonga,Australia/Pacific Islands,Fall,2.8,Emma Stetter,Engineering,5,14002,No,Computer Engineering
UF in Trinidad and Tobago,Port of Spain,Trinidad and Tobago,North America,Summer A,2.4,Cristy Dodson,Engineering,6,14324,No,Computer Science
UF in Tunisia,Tunis,Tunisia,Africa,Summer B,1.1,Cristy Dodson,Engineering,9,10598,No,Digital Arts and Sciences
UF in Turkey,Ankara,Turkey,Asia,Summer A,3,Maria Salay,Engineering,5,14230,No,Eletrical and Computer Engineering
UF in Turkmenistan,Ashgabat,Turkmenistan,Asia,Spring,1.9,Maria Salay,Engineering,4,13024,No,Engineering Education
UF in Tuvalu,Funafuti,Tuvalu,Australia/Pacific Islands,Summer A,1.6,Emma Stetter,Engineering,8,6890,No,Environmental Engineering Sciences 
UF in Uganda,Kampala,Uganda,Africa,Fall,2.6,Cristy Dodson,Engineering,7,7743,No,Human-Centered Computing
UF in Ukraine,Kyiv,Ukraine,Europe,Spring,2.3,Cristy Dodson,Engineering,12,13118,No,Indistrial and Systems Engineering
UF in United Arab Emirates,Abu Dhabi,United Arab Emirates,Asia,Summer C,1.9,Maria Salay,Engineering,11,4260,No,Materials Science and Engineering
UF in United Kingdom,London,United Kingdom,Europe,Summer B,2.7,Emma Frierson,Engineering,4,12567,No,Mechanical Engineering
UF in Uruguay,Montevideo,Uruguay,South America,Fall,3.5,Lisa Dias,Engineering,3,13377,No,Nuclear Engineering
UF in Uzbekistan,Taskkent,Uzbekistan,Asia,Summer C,3.3,Maria Salay,Engineering,1,8301,No,Aerospace Engineering
UF in Vanuatu,Port Vila,Vanuatu,Australia/Pacific Islands,Spring,1.7,Emma Stetter,Engineering,7,4596,No,Agricultural and Biological Engineering
UF in Venezuela,Caracas,Venezuela,South America,Summer B,3.2,Lisa Dias,Engineering,9,3203,No,Biomedical Engineering
UF in Vietnam,Hanoi,Vietnam,Asia,Summer A,1.3,Maria Salay,Engineering,9,5433,No,Chemical Engineering
UF in Yemen,Sana'a,Yemen,Asia,Summer B,4,Maria Salay,Engineering,13,7105,No,Civil Engineering
UF in Zambia,Lusaka,Zambia,Africa,Summer C,3.1,Maria Salay,Engineering,7,6238,No,Coastal and Oceanographic Engineering
UF in Zimbabwe,Harare,Zimbabwe,Africa,Summer B,2.9,Cristy Dodson,Engineering,11,11154,No,Computer Engineering
UF in Afghanistan,Kabul,Afghanistan,Asia,Summer C,1.4,Maria Salay,Health,1,10449,No,Applied Pysiology and Kinesiology
UF in Albania,Tirana,Albania,Europe,Summer B,1,Cristy Dodson,Health,11,3024,No,Health Education
UF in Algeria,Algiers,Algeria,Africa,Spring,2.3,Cristy Dodson,Health,7,8800,No,Sport Management 
UF in Andorra,Andorra la Vella,Andorra,Europe,Summer C,1.2,Cristy Dodson,Health,15,7820,No,"Tourism, Hospitality and Event Management"
UF in Angola,Luanda,Angola,Africa,Summer C,1.3,Cristy Dodson,Health,7,4100,No,Applied Pysiology and Kinesiology
UF in Antigua and Barbuda,Saint John's,Antigua and Barbuda,North America,Summer A,2.6,Lisa Dias,Health,9,6027,No,Health Education
UF in Argentina,Buenos Aires,Argentina,South America,Summer C,3,Lisa Dias,Health,12,11000,No,Sport Management 
UF in Armenia,Yerevan,Armenia,Asia,Fall,2,Maria Salay,Health,10,13353,No,"Tourism, Hospitality and Event Management"
UF in Australia,Canberra,Australia,Australia/Pacific Islands,Fall,2,Emma Stetter,Health,12,7871,No,Applied Pysiology and Kinesiology
UF in Austria,Vienna,Austria,Europe,Fall,2.7,Morgan Williams-Franklin,Health,8,13474,No,Health Education
UF in Azerbaijan,Baku,Azerbaijan,Asia,Summer C,1.3,Maria Salay,Health,11,14382,No,Sport Management 
UF in Bahamas,Nassau,Bahamas,North America,Spring,1.2,Lisa Dias,Health,15,7443,No,"Tourism, Hospitality and Event Management"
UF in Bahrain,Manama,Bahrain,Asia,Summer C,3.1,Maria Salay,Health,13,3864,No,Applied Pysiology and Kinesiology
UF in Bangladesh,Dhaka,Bangladesh,Asia,Spring,1.8,Maria Salay,Health,13,4748,No,Health Education
UF in Barbados,Bridgetown,Barbados,North America,Summer B,3.1,Lisa Dias,Health,13,6912,No,Sport Management 
UF in Belarus,Minsk,Belarus,Europe,Spring,3.6,Cristy Dodson,Health,13,5006,No,"Tourism, Hospitality and Event Management"
UF in Belgium,Brussels,Belgium,Europe,Summer C,2.1,Cristy Dodson,Health,8,10060,No,Applied Pysiology and Kinesiology
UF in Belize,Belmopan,Belize,North America,Summer A,3.3,Lisa Dias,Health,8,9642,No,Health Education
UF in Benin,Porto Novo,Benin,Africa,Summer C,1.7,Cristy Dodson,Health,11,4460,No,Sport Management 
UF in Bolivia,La Paz,Bolivia,South America,Fall,1,Lisa Dias,Health,15,13134,No,"Tourism, Hospitality and Event Management"
UF in Bosnia and Herzegovina,Sarajevo,Bosnia and Herzegovina,Europe,Fall,3.3,Cristy Dodson,Health,11,6178,No,Applied Pysiology and Kinesiology
UF in Botswana,Gaborone,Botswana,Africa,Summer C,3.6,Cristy Dodson,Health,14,13423,No,Health Education
UF in Brazil,Brasilia,Brazil,South America,Fall,3.3,Lisa Dias,Health,7,14286,No,Sport Management 
UF in Brunei,Bandar Seri Begawan,Brunei,Asia,Summer A,1.9,Maria Salay,Health,4,12216,No,"Tourism, Hospitality and Event Management"
UF in Bulgaria,Sofia,Bulgaria,Europe,Summer B,3.6,Cristy Dodson,Health,6,10494,No,Applied Pysiology and Kinesiology
UF in Burkina Faso,Ouagadougou,Burkina Faso,Africa,Summer A,1.2,Cristy Dodson,Health,6,10449,No,Health Education
UF in Burma,Nay Pyi Taw,Burma,Asia,Summer C,3.4,Maria Salay,Health,2,7825,No,Sport Management 
UF in Burundi,Gitega,Burundi,Africa,Summer B,2.4,Cristy Dodson,Health,4,4305,No,"Tourism, Hospitality and Event Management"
UF in Cabo Verde,Praia,Cabo Verde,Africa,Summer B,1.7,Cristy Dodson,Health,1,11862,No,Applied Pysiology and Kinesiology
UF in Cambodia,Phnom Penh,Cambodia,Asia,Summer C,1.2,Maria Salay,Health,15,3230,No,Health Education
UF in Cameroon,Yaounde,Cameroon,Africa,Summer B,2.1,Cristy Dodson,Health,6,12260,No,Sport Management 
UF in Canada,Ottawa,Canada,North America,Spring,1.2,Emma Stetter,Health,4,4281,No,"Tourism, Hospitality and Event Management"
UF in Cayman Islands,George Town,Cayman Islands,North America,Spring,2.9,Lisa Dias,Health,5,5762,No,Applied Pysiology and Kinesiology
UF in Central African Republic,Bangui,Central African Republic,Africa,Fall,2.9,Cristy Dodson,Health,7,4829,No,Health Education
UF in Chad,N'Djamena,Chad,Africa,Summer C,2.7,Cristy Dodson,Health,10,10046,No,Sport Management 
UF in Chile,Santiago,Chile,South America,Summer C,2.3,Lisa Dias,Health,3,9423,No,"Tourism, Hospitality and Event Management"
UF in China,Beijing,China,Asia,Summer B,1.2,Maria Salay,Health,9,10946,No,Applied Pysiology and Kinesiology
UF in Colombia,Bogota,Colombia,South America,Summer C,2.2,Lisa Dias,Health,1,7387,No,Health Education
UF in Comoros,Moroni,Comoros,Africa,Spring,3.5,Cristy Dodson,Health,5,4416,No,Sport Management 
UF in Cook Islands,Avarua,Cook Islands,Australia/Pacific Islands,Summer B,2.3,Emma Stetter,Health,3,4318,No,"Tourism, Hospitality and Event Management"
UF in Costa Rica,San Jose,Costa Rica,North America,Summer A,3.4,Lisa Dias,Health,14,4334,No,Applied Pysiology and Kinesiology
UF in Côte d’Ivoire,Yamoussoukro,Côte d’Ivoire,Africa,Fall,2.7,Cristy Dodson,Health,14,11276,No,Health Education
UF in Croatia,Zagreb,Croatia,Europe,Summer A,2.3,Cristy Dodson,Health,12,9812,No,Sport Management 
UF in Cuba,Havana,Cuba,North America,Fall,2.8,Lisa Dias,Health,1,14858,No,"Tourism, Hospitality and Event Management"
UF in Cyprus,Nicosia,Cyprus,Asia,Spring,1.1,Maria Salay,Health,10,11596,No,Applied Pysiology and Kinesiology
UF in Czechia,Prague,Czechia,Europe,Spring,3.7,Cristy Dodson,Health,13,9219,No,Health Education
UF in Democratic Republic of the Congo,Kinshasa,Democratic Republic of the Congo,Africa,Summer A,1.4,Cristy Dodson,Health,1,6586,No,Sport Management 
UF in Denmark,Copenhagen,Denmark,Europe,Summer A,2.2,Emma Frierson,Health,9,3772,No,"Tourism, Hospitality and Event Management"
UF in Djibouti,Djibouti,Djibouti,Africa,Summer A,1.7,Cristy Dodson,Health,5,5781,No,Applied Pysiology and Kinesiology
UF in Dominica,Roseau,Dominica,North America,Summer A,3.8,Lisa Dias,Health,5,4783,No,Health Education
UF in Dominican Republic,Santo Domingo,Dominican Republic,North America,Summer C,1,Lisa Dias,Health,9,11557,No,Sport Management 
UF in Ecuador,Quito,Ecuador,South America,Fall,2.8,Lisa Dias,Health,14,11088,No,"Tourism, Hospitality and Event Management"
UF in Egypt,Cairo,Egypt,Africa,Summer C,1.9,Cristy Dodson,Health,14,5545,No,Applied Pysiology and Kinesiology
UF in El Salvador,San Salvador,El Salvador,North America,Fall,1.2,Lisa Dias,Health,12,7381,No,Health Education
UF in Equatorial Guinea,Malabo,Equatorial Guinea,Africa,Summer C,2.3,Cristy Dodson,Health,11,11601,No,Sport Management 
UF in Eritrea,Asmara,Eritrea,Africa,Summer A,3.5,Cristy Dodson,Health,12,14254,No,"Tourism, Hospitality and Event Management"
UF in Estonia,Tallinn,Estonia,Europe,Summer B,2.6,Cristy Dodson,Health,6,4884,No,Applied Pysiology and Kinesiology
UF in Eswatini,Mbabane,Eswatini,Africa,Summer C,1.9,Cristy Dodson,Health,5,7767,No,Health Education
UF in Ethiopia,Addis Ababa,Ethiopia,Africa,Summer B,3.1,Cristy Dodson,Health,13,14927,No,Sport Management 
UF in Fiji,Suva,Fiji,Australia/Pacific Islands,Spring,2.6,Emma Stetter,Health,11,8292,No,"Tourism, Hospitality and Event Management"
UF in Finland,Helsinki,Finland,Europe,Summer B,4,Cristy Dodson,Health,11,8929,No,Applied Pysiology and Kinesiology
UF in France,Paris,France,Europe,Summer C,3.9,Cristy Dodson,Health,4,6063,No,Health Education
UF in Gabon,Libreville,Gabon,Africa,Fall,3,Cristy Dodson,Health,3,9870,No,Sport Management 
UF in Gambia,Banjul,Gambia,Africa,Fall,2.1,Cristy Dodson,Health,5,13954,No,"Tourism, Hospitality and Event Management"
UF in Georgia,Tbilisi,Georgia,Asia,Spring,1.3,Maria Salay,Health,7,11840,No,Applied Pysiology and Kinesiology
UF in Germany,Berlin,Germany,Europe,Summer A,3.9,Morgan Williams-Franklin,Health,4,11238,No,Health Education
UF in Ghana,Accra,Ghana,Africa,Fall,3.4,Cristy Dodson,Health,3,11039,No,Sport Management 
UF in Greece,Athens,Greece,Europe,Summer C,2.6,Jill Ranaivoson,Health,13,12554,No,"Tourism, Hospitality and Event Management"
UF in Grenada,Saint George's,Grenada,North America,Summer C,1.1,Lisa Dias,Health,4,6798,No,Applied Pysiology and Kinesiology
UF in Guatemala,Gautemala City,Guatemala,North America,Summer C,2.5,Lisa Dias,Health,12,14976,No,Health Education
UF in Guinea,Conakry,Guinea,Africa,Summer C,1.4,Cristy Dodson,Health,14,9894,No,Sport Management 
UF in Guinea-Bissau,Bissau,Guinea-Bissau,Africa,Spring,1.6,Cristy Dodson,Health,3,3133,No,"Tourism, Hospitality and Event Management"
UF in Guyana,Georgetown,Guyana,South America,Summer B,2.7,Lisa Dias,Health,6,7315,No,Applied Pysiology and Kinesiology
UF in Haiti,Port au Prince,Haiti,North America,Spring,2.5,Lisa Dias,Health,13,11607,No,Health Education
UF in Honduras,Tegucigalpa,Honduras,North America,Spring,1.5,Lisa Dias,Health,5,12093,No,Sport Management 
UF in Hungary,Budapest,Hungary,Europe,Summer C,4,Cristy Dodson,Health,11,13512,No,"Tourism, Hospitality and Event Management"
UF in Iceland,Reykjavik,Iceland,Europe,Fall,2.8,Cristy Dodson,Health,9,13550,No,Applied Pysiology and Kinesiology
UF in India,New Delhi,India,Asia,Fall,1.4,Maria Salay,Health,4,9577,No,Health Education
UF in Indonesia,Jakarta,Indonesia,Asia,Summer B,2.3,Maria Salay,Health,8,14122,No,Sport Management 
UF in Iran,Tehran,Iran,Asia,Fall,2.2,Maria Salay,Health,15,13770,No,"Tourism, Hospitality and Event Management"
UF in Iraq,Baghdad,Iraq,Asia,Summer C,3.9,Maria Salay,Health,1,11039,No,Applied Pysiology and Kinesiology
UF in Ireland,Dublin,Ireland,Europe,Fall,3.6,Emma Stetter,Health,9,8875,No,Health Education
UF in Israel,Jerusalem,Israel,Asia,Spring,3.2,Maria Salay,Health,2,11933,No,Sport Management 
UF in Italy,Rome,Italy,Europe,Fall,1.8,Morgan Williams-Franklin,Health,5,13033,No,"Tourism, Hospitality and Event Management"
UF in Jamaica,Kingston,Jamaica,North America,Summer A,1.2,Lisa Dias,Health,15,5079,No,Applied Pysiology and Kinesiology
UF in Japan,Tokyo,Japan,Asia,Summer C,2,Maria Salay,Health,8,7403,No,Health Education
UF in Jordan,Amman,Jordan,Asia,Summer C,3.7,Maria Salay,Health,10,9567,No,Sport Management 
UF in Kazakhstan,Astana,Kazakhstan,Asia,Summer B,1.1,Maria Salay,Health,2,4896,No,"Tourism, Hospitality and Event Management"
UF in Kenya,Nairobi,Kenya,Africa,Summer B,2.2,Cristy Dodson,Health,13,4857,No,Applied Pysiology and Kinesiology
UF in Korea,Pyongyang,Korea,Asia,Summer B,1.7,Cristy Dodson,Health,2,11399,No,Health Education
UF in Kosovo,Pristina,Kosovo,Europe,Summer B,2.5,Cristy Dodson,Health,10,5167,No,Sport Management 
UF in Kuwait,Kuwait City,Kuwait,Asia,Spring,2.5,Maria Salay,Health,4,5021,No,"Tourism, Hospitality and Event Management"
UF in Kyrgyzstan,Bishkek,Kyrgyzstan,Asia,Summer B,2,Maria Salay,Health,5,7327,No,Applied Pysiology and Kinesiology
UF in Laos,Vientaine,Laos,Asia,Summer A,2.8,Maria Salay,Health,9,10159,No,Health Education
UF in Latvia,Riga,Latvia,Europe,Fall,3.6,Cristy Dodson,Health,13,5123,No,Sport Management 
UF in Lebanon,Beirut,Lebanon,Asia,Spring,1.3,Maria Salay,Health,10,13820,No,"Tourism, Hospitality and Event Management"
UF in Lesotho,Maseru,Lesotho,Africa,Summer C,2.6,Cristy Dodson,Health,2,5375,No,Applied Pysiology and Kinesiology
UF in Liberia,Monrovia,Liberia,Africa,Spring,1.7,Cristy Dodson,Health,5,5577,No,Health Education
UF in Libya,Tripoli,Libya,Africa,Fall,3.7,Cristy Dodson,Health,13,3538,No,Sport Management 
UF in Liechtenstein,Vaduz,Liechtenstein,Europe,Summer A,3.6,Cristy Dodson,Health,2,3379,No,"Tourism, Hospitality and Event Management"
UF in Lithuania,Vilnius,Lithuania,Europe,Summer C,2.2,Cristy Dodson,Health,7,9037,No,Applied Pysiology and Kinesiology
UF in Luxembourg,Luxembourg,Luxembourg,Europe,Summer B,2.1,Cristy Dodson,Health,7,10689,No,Health Education
UF in Madagascar,Antananarivo,Madagascar,Africa,Spring,3.2,Cristy Dodson,Health,2,13513,No,Sport Management 
UF in Malawi,Lilongwe,Malawi,Africa,Spring,1,Cristy Dodson,Health,12,3434,No,"Tourism, Hospitality and Event Management"
UF in Malaysia,Kuala Lumpur,Malaysia,Asia,Summer B,2.6,Maria Salay,Health,11,9590,No,Applied Pysiology and Kinesiology
UF in Maldives,Male,Maldives,Asia,Summer B,1.1,Maria Salay,Health,10,6276,No,Health Education
UF in Mali,Bamako,Mali,Africa,Fall,3.4,Cristy Dodson,Health,4,5384,No,Sport Management 
UF in Malta,Valletta,Malta,Europe,Spring,2.2,Cristy Dodson,Health,8,12026,No,"Tourism, Hospitality and Event Management"
UF in Marshall Islands,Majuro,Marshall Islands,Australia/Pacific Islands,Summer B,1.7,Emma Stetter,Health,13,4653,No,Applied Pysiology and Kinesiology
UF in Mauritania,Nouakchott,Mauritania,Africa,Fall,2.8,Cristy Dodson,Health,8,14681,No,Health Education
UF in Mauritius,Port Louis,Mauritius,Africa,Spring,2,Cristy Dodson,Health,11,5527,No,Sport Management 
UF in Mexico,Mexico City,Mexico,North America,Summer A,2.1,Lisa Dias,Health,13,9767,No,"Tourism, Hospitality and Event Management"
UF in Micronesia,Palikir,Micronesia,Australia/Pacific Islands,Summer C,2.9,Emma Stetter,Health,6,11185,No,Applied Pysiology and Kinesiology
UF in Moldova,Chisinau,Moldova,Europe,Summer B,3,Cristy Dodson,Health,7,8964,No,Health Education
UF in Monaco,Monaco,Monaco,Europe,Summer C,1.8,Cristy Dodson,Health,3,4995,No,Sport Management 
UF in Mongolia,Ulaanbaatar,Mongolia,Asia,Summer A,2.8,Maria Salay,Health,8,7142,No,"Tourism, Hospitality and Event Management"
UF in Montenegro,Podgorica,Montenegro,Europe,Fall,3.2,Cristy Dodson,Health,3,12764,No,Applied Pysiology and Kinesiology
UF in Morocco,Rabat,Morocco,Africa,Summer C,3.6,Cristy Dodson,Health,8,8273,No,Health Education
UF in Mozambique,Maputo,Mozambique,Africa,Summer B,3.3,Cristy Dodson,Health,14,14035,No,Sport Management 
UF in Namibia,Windhoek,Namibia,Africa,Summer C,3.6,Cristy Dodson,Health,15,9996,No,"Tourism, Hospitality and Event Management"
UF in Nauru,N/A,Nauru,Australia/Pacific Islands,Fall,3.9,Emma Stetter,Health,9,5140,No,Applied Pysiology and Kinesiology
UF in Nepal,Kathmandu,Nepal,Asia,Summer C,1.6,Maria Salay,Health,4,8707,No,Health Education
UF in Netherlands,Amsterdam,Netherlands,Europe,Summer C,1.6,Cristy Dodson,Health,1,12099,No,Sport Management 
UF in New Zealand,Wellington,New Zealand,Australia/Pacific Islands,Summer B,1.2,Emma Stetter,Health,15,11607,No,"Tourism, Hospitality and Event Management"
UF in Nicaragua,Managua,Nicaragua,North America,Summer A,3.6,Lisa Dias,Health,4,7989,No,Applied Pysiology and Kinesiology
UF in Niger,Niamey,Niger,Africa,Summer A,2.5,Cristy Dodson,Health,7,6345,No,Health Education
UF in Nigeria,Abuja,Nigeria,Africa,Fall,3.6,Cristy Dodson,Health,12,7410,No,Sport Management 
UF in Niue,Alofi,Niue,Australia/Pacific Islands,Summer B,2.4,Emma Stetter,Health,14,7168,No,"Tourism, Hospitality and Event Management"
UF in North Macedonia,Skopje,North Macedonia,Europe,Summer A,3,Cristy Dodson,Health,9,3237,No,Applied Pysiology and Kinesiology
UF in Norway,Oslo,Norway,Europe,Spring,2.7,Emma Frierson,Health,5,4489,No,Health Education
UF in Oman,Muscat,Oman,Asia,Summer B,1.5,Maria Salay,Health,3,10663,No,Sport Management 
UF in Pakistan,Islamabad,Pakistan,Asia,Spring,1.9,Maria Salay,Health,3,7425,No,"Tourism, Hospitality and Event Management"
UF in Palau,Melekeok,Palau,Australia/Pacific Islands,Spring,2.6,Emma Stetter,Health,9,8991,No,Applied Pysiology and Kinesiology
UF in Panama,Panama City,Panama,North America,Summer C,3.3,Lisa Dias,Health,10,3142,No,Health Education
UF in Papua New Guinea,Port Moresby,Papua New Guinea,Australia/Pacific Islands,Summer B,1.2,Emma Stetter,Health,12,5153,No,Sport Management 
UF in Paraguay,Asuncion,Paraguay,South America,Summer C,2.2,Lisa Dias,Health,12,4200,No,"Tourism, Hospitality and Event Management"
UF in Peru,Lima,Peru,South America,Summer A,2,Lisa Dias,Health,9,11833,No,Applied Pysiology and Kinesiology
UF in Philippines,Manila,Philippines,Asia,Spring,2.4,Maria Salay,Health,6,11093,No,Health Education
UF in Poland,Warsaw,Poland,Europe,Summer C,1.7,Cristy Dodson,Health,11,14204,No,Sport Management 
UF in Portugal,Lisbon,Portugal,Europe,Spring,1.3,Lisa Dias,Health,8,10418,No,"Tourism, Hospitality and Event Management"
UF in Qatar,Doha,Qatar,Asia,Summer C,3.6,Maria Salay,Health,6,13113,No,Applied Pysiology and Kinesiology
UF in Republic of Korea,Seoul,Republic of Korea,Asia,Summer A,2.7,Maria Salay,Health,8,12691,No,Health Education
UF in Republic of the Congo,Brazzaville,Republic of the Congo,Africa,Spring,1.4,Cristy Dodson,Health,14,8017,No,Sport Management 
UF in Romania,Bucharest,Romania,Europe,Fall,2.2,Cristy Dodson,Health,14,6580,No,"Tourism, Hospitality and Event Management"
UF in Russia,Moscow,Russia,Asia,Summer B,2.4,Maria Salay,Health,9,14887,No,Applied Pysiology and Kinesiology
UF in Rwanda,Kigali,Rwanda,Africa,Summer B,2.2,Cristy Dodson,Health,14,3579,No,Health Education
UF in Saint Kitts and Nevis,Basseterre,Saint Kitts and Nevis,North America,Summer C,3.3,Lisa Dias,Health,6,9632,No,Sport Management 
UF in Saint Lucia,Castries,Saint Lucia,North America,Summer C,1.8,Lisa Dias,Health,2,8970,No,"Tourism, Hospitality and Event Management"
